quote,tags
إذا كنت تحب السرور في الحياة فاعتنِ بصحتك ، و إذا كنت تحب السعادة في الحياة فاعتنِ بخلقك ، و إذا كنت تحب الخلود في الحياة فاعتنِ بعقلك ، و إذا كنت تحب ذلك كله فاعتنِ بدينك .,سعادة
لانك تستحق السعادة ، يجب ان تؤمن بأن لا قيمة في معاقبة نفسك .,سعادة
معظم الناس يموتون بسبب ما يأكلهم من أفكار سلبية .. هذه الافكار تسبب أكثر من %٧٥ من الامراض النفسية و العصبية .,سعادة
الرجل العظيم يكون مطمئناً ، متحرراً من القلق .. بينما الرجل ضيق الأفق فعادة ما يكون متوتراً .,سعادة
لا يمكن أن تتواجد السعادة إلا في الرضا.,سعادة
عندما نكون ما نود أن نكون فهذه هي السعادة.,سعادة
أنا سعيد. الذي غالبًا ما يبدو مجنونًا .,سعادة
يوجد طريق واحد للسعادة ، و هي أن نتوقف عن القلق بشأن الأشياء التي تقع وراء قوة إرادتـنا .,سعادة
يجب أن أتعلم أن أكون راضيا بأن أكون أكثر سعادة مما أستحق.,سعادة
عندما ضحك الطفل الأول لأول مرة ، تحطمت ضحكته إلى ألف قطعة ، وذهبوا جميعًا في القفز ، وكانت تلك بداية الجنيات.,سعادة
إن سعادة حياتك تعتمد على نوعية أفكارك.,سعادة
السعادة ممكنة فقط عندما لا يفترض الناس أن الهدف من الحياة هو السعادة.,سعادة
البعض ينشر السعادة أينما ذهب و البعض الآخر يخلفها وراءه متى ذهب .,سعادة
إذا أردت التوقف عن القلق و البدء بالحياة ، إليك بهذه القاعدة : عدد نعمك و ليس متاعبك .,سعادة
من يتقن فن العيش مع نفسه لا يعرف البؤس .,سعادة
سعادة معظم الناس لا تهدمها الكوارث الكبرى او الاخطاء القاتلة ، بل التكرار المدمر للاشياء و التفاصيل الصغيرة .,سعادة
أجمل الأشياء في حياتنا نهملها أحيانا ونتصور ان الحياة بدونها ستكون أكثر راحة ثم نكتشف حين تغيب أنها أخذت معها ساعات البهجة.,سعادة
سر الرضا .. هو الاقتـناع ان الحياة هبة و ليست حقاً .,سعادة
قليل من الادراك السليم ، و قليل من التسامح ، و قليل من المرح .. و سوف تندهش عندما ترى كيف استطعت ان تريح نفسك على سطح هذا الكوكب .,سعادة
الناس عادة ما يكونون سعداء بقدر ما يفكرون في أن تكون عليه.,سعادة
لو أن شيئاً صغيراً له القدرة على أن يجعلك تغضب، ألا يشير هذا إلى حجمك ؟ .,سعادة
الألم لا يكون شراً طالما لم يسيطر علينا .,سعادة
لا يشعر المرء بطعم الرخاء طالما انه لم يذق طعم الشدة .,سعادة
أقل من %٣ في العالم كله هم الذين يعرفون ماذا يريدون بالضبط ، و بالتالي يعيشون في سعادة .,سعادة
فكل دقيقة تغضب فيها تخسر ستين ثانية من السعادة.,سعادة
الأحمق يبحث عن السعادة في الاماكن البعيدة ، أما الحكيم فيزرعها تحت قدميه.,سعادة
اذا لم يكن الهدف الذي تحققه هو هدفك الشخصي، فلن تنال السعادة عند تحقيقه.,سعادة
القلق مثل الكرسي الهزاز ، سيجعلك تتحرك دائماً و لكنه لن يوصلك الى أي مكان .,سعادة
من السخف القول إن زيادة الرفاهية تعني السـعادة ، فالسعادة تأتي من القدرة على الإحساس بعمق و التمتع ببساطة ، و الشعور بأن الآخرين يحبونك و يحتاجون إليك .,سعادة
كن راغباً في رؤية نور الطفل البرئ الذي بداخلك .,سعادة
أفضل طريقة لإسعاد نفسك هي محاولة ابتهاج شخص آخر.,سعادة
هل أنت غير سعيد أو غير مرتاح ؟! إن الحياة ياصديقي كالفراش ، إذا أحسست أنه غير مريح فخير ماتفعله هو أن تنهض و تعيد ترتيبه .,سعادة
لا نمتلك من السعادة إلا ما نستطيع فهمه.,سعادة
تبدو السعادة دائما صغيرة عندما تمسكها في يديك، لكنك إذا تركتها أدركت فورا كم كانت كبيرة وغالية.,سعادة
السعادة ليست حالة يجب الوصول إليها ، و لكنها سلوك يجب إتباعه .. إذا أردت أن تكون سعيدا و ان تجعل الحياة سهلة ، حاول ان تستمتع بكل الأمور ، حتى أصعبها .,سعادة
يكون حكم الدولة أفضل إن كـان عندها القليل من القـوانين ، و هذه القوانين مرعية بصرامة .,سياسة
أشقَى الولاة مَن شَقيت بِه رعِيَّتُه.,سياسة
ديمقراطياتنا العظيمة ما تزال تميل إلى الاعتقاد بأن الغبي أكثر ميلا للأمانة من الماهر.,سياسة
إذا كنا نحب بلادنا فعـلينا كذلك أن نحب مواطنينا .,سياسة
على الذين يريدون أن يكونوا زعماء سياسيين أن يبنوا الزعامة في شخصياتهم أولا.,سياسة
للأسف الشديد لا يمكن التخلص من الاوغاد عن طريق الانتخابات ، لأننا لم ننـتخبهم أصلاً .,سياسة
إن البترول العربي ليس بأغلى من الدم العربي.,سياسة
لا أريد أن أكون ضمن هؤلاء الذين تنحني هاماتهم أمام الحكام في قصورهم ، و ترتفع هاماتهم أمام الحكام في قبورهم .,سياسة
إذا كانت العربة هي السياسة والحصان هو الاقتصاد، فيجب وضع الحصان أمام العربة.,سياسة
الهدف الشرعي الأول والوحيد للحكومة الجيدة هو الاعتناء بحياة الإنسان وسعادته.,سياسة
إذا احتـكمت دولتـان صغيرتان إلـى هـيئة الأمم المتحدة ضاعت الدولـتان الصغيرتان معاً ، و إذا احتكمت دولة صغيرة و دولة كبيرة إلى هيئة الأمم المتحدة ضاعت الدولة الصغيرة ، أما إذا احتكمت دولتان كبيرتان إلى هيئـة الأمم المتحدة ضـاعت الأمم المتحدة نفسها .,سياسة
الأمة سلسلة، والأوطان حلقات، ولا وجود لسلسلة من ذهب بحلقات من خشب!,سياسة
الدولة مثل الشجرة التي يجب أن تحظى بعناية مواطنيها وحرصهم على تنميتها.,سياسة
الشفقة جوهر القانون، ولا يَستخدِم القانون بقسوة إلا الطغاة.,سياسة
الحق الذي لا يستند الى قوة تحميه باطل في شرع السياسة .,سياسة
لكي تكون ثوريا عليك أن تكون إنسـانا ، ما يعني أن عليك أن تهـتم بمن لا يملكون سلطة .,سياسة
ما يحض الناس على الثورة ليس المعاناة نفسها، بل تجربة حال أفضل.,سياسة
في وقت الخداع العالمي يصبح قول الحقيقة عملاً ثوريّاً.,سياسة
إن التنمية الاقتصادية والاجتماعية لا تحدث بين عشية وضحاها، وعلى الناس أن يتحركوا لإحداثها.,سياسة
لقد اكتشفنا أن السلام بأي ثمن لا يكون سلاماً بالمرة .,سياسة
ليس هناك من حكومة تستطيع أن تحتفظ باستقامتها إلا إذا كانت تحت سيطرة الشعب.,سياسة
لقد تمحص عندي أن أصل الداء هو الاستبداد السياسي، ودواؤه هو الشورى الدستورية,سياسة
السياسة هي علم الأحياء التطبيقي .,سياسة
